sentence,sentiment,topic,is_augmented
"dạy tốt , khả năng truyền đạt tốt giúp sinh viên dễ tiếp thu , phương pháp giảng dạy hiệu quả , nhiệt tình .",2,0,False
thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .,2,0,False
"nhà trường nên cho sinh viên biết cụ thể nội dung , mục đích môn học ngay từ để giúp sinh viên hiểu rõ hơn về môn học sắp tới .",0,1,False
nhưng với em kỳ này thầy đã dạy môn này thất bại rồi !,0,0,False
"cô giảng dễ hiểu , đơn giản , ngắn gọn và phần ôn tập bài cuối kỳ của cô rất ấn tượng giúp cho học sinh năm bắt được mình học gì .",2,0,False
thầy giảng đôi lúc hơi nhỏ .,0,0,False
"thầy lên lớp không đúng giờ giấc , thường xuyên đi trễ .",0,0,False
thầy nói tiếng anh dễ hiểu nhưng đôi lúc quá nhanh .,0,0,False
giúp sinh viên cảm thấy thoải mái trong giờ học .,2,3,False
"bài thực hành phong phú và đa dạng , tiếp xúc được với công nghệ mới .",2,1,False
hi hi .,2,3,False
Giọng giảng của thầy/cô.,1,0,True
"lớp học vui , giảng viên giảng dạy sáng tạo , dễ hiểu .",2,1,False
Môn này dạy theo hình thức 1 thì sv dễ tiếp thu hơn đó.,0,1,True
thầy giảng bài kỹ !,2,0,False
giảng viên tận tâm với sinh viên .,2,0,False
không chi tiết nhiều về phần bài tập .,0,1,False
"thầy nhiệt tình giúp đỡ , tận tâm với công việc .",2,0,False
giảng bài cảm thấy hơi buồn ngủ .,0,0,False
"chị tận tình , giảng dễ hiểu và vui tính .",2,0,False
thầy dạy rất dễ hiểu và hài hước .,2,0,False
"Môn này bài tập hơi ít, gv nên cho thêm.",0,1,True
cách truyền đạt qua lời nói khó hiểu .,0,0,False
chất lượng môn học đã phục vụ tốt sinh viên .,2,1,False
Em không có ý kiến gì thêm.,1,3,True
cần nâng cao cơ sở vật chất của phòng học .,0,2,False
"Bài giảng của cô hay nhưng phân bổ kiến thức chưa rõ trọng tâm, khiến sv khó theo dõi và dễ mất tập trung.",0,1,True
"cô dạy hay , hấp dẫn .",2,0,False
đừng quá nhiều lý thuyết .,0,1,False
Trường nên tăng cường thêm tài liệu cho môn này ạ.,0,1,True
"Em thấy cách học môn Anh văn trên trường không hợp với phương pháp em đang tự học, sợ bị loạn kiến thức nếu cứ duy trì.",0,1,True
Kiến thức thực tế khá bổ ích.,2,1,True
giáo viên rất thân thiện .,2,0,False
"Gv nên nói rõ mục đích, yêu cầu môn học ngay từ đầu buổi để sv nắm được.",0,1,True
Về tiếng Anh ạ.,1,3,True
"giảng viên giảng dạy nghiêm túc , sử dụng giờ dạy hợp lý .",2,0,False
Trên lớp có tổ chức các hoạt động thi đua giữa các nhóm.,1,1,True
nên để giáo viên có kinh nghiệm dạy môn này .,0,0,False
"nội dung môn học còn mới , khá nặng , quá nhiều kiến thức gây khó khăn cho sinh viên trong việc tiếp thu .",0,1,False
"Gv tự tìm đủ đồ dùng, thiết bị cho sv thực hành.",1,0,True
"Lịch thi cứ đổi xoành xoạch, làm sv khó sắp xếp quá.",0,3,True
Môn này nên bổ sung thêm kiến thức về pattern server-side thì tốt hơn ạ.,0,1,True
Mấy cái máy trong phòng thực hành lag quá trời.,0,2,True
"thi giữa kỳ cả lớp cũng phải ngồi đợi hơn 30 phút vì giáo viên "" kẹt xe "" .",0,0,False
"Ủa, học có mỗi buổi à, còn lại tài liệu tự nghiên cứu hả?",0,1,True
"giáo viên ngoài việc dạy kiến thức chuyên ngành , còn chia sẻ những kinh nghiệm thực tế của giảng viên rất bổ ích .",2,0,False
"thầy wzjwz177 rất gần gũi với sinh viên , thầy phát âm tiếng anh cũng rất dễ nghe .",2,0,False
thầy có các khái niệm thực tế và có kinh nghiệm .,2,0,False
thầy dạy rất nhiều thứ hay bên cạnh những kiến thức cơ bản !,2,0,False
Nội dung TH nên sát với đồ án hơn thì tốt ạ.,0,1,True
Môn này cung cấp kiến thức xã hội.,1,1,True
"Phòng thực hành bé tẹo, kit thì không đủ, máy tính thì chậm rì, nhiễm virus hết rồi.",0,2,True
không dám ý kiến .,1,3,False
cô dạy khá dễ hiểu và cô khá thoải mái .,2,0,False
giáo viên rất nhiệt tình và tận tâm .,2,0,False
"thầy dạy rất hay , rất mong thầy tiếp tục công tác tại trường .",2,0,False
"sự tận tâm của thầy , các ví dụ đơn giản , dễ hiểu .",2,0,False
"phòng máy quá yếu , không thực sự tốt vì máy tính còn yếu , cấu hình không được cao .",0,2,False
Wifi cần mạnh hơn để sv còn tra tài liệu lúc thực hành.,0,2,True
giáo trình môn học cần xác định cho phù hợp với thực lực và trình độ của sinh viên .,0,1,False
"Mấy quy định mới này khó hiểu quá, chẳng biết làm sao.",0,3,True
giảng viên nhiệt tình với sinh viên trong các buổi học .,2,0,False
thầy phân tích sâu sắc các vấn đề .,2,0,False
"Phòng học cạnh công trường nên ồn ào, mấy buổi học kỹ năng nghe bị ảnh hưởng nhiều.",0,2,True
"Môn mạch số ít tài liệu tham khảo quá, kiếm trên mạng cũng khó. Slide gv cho ko đủ để tự học, làm bài tập hay kiểm tra.",0,1,True
"thầy tận tâm , hỗ trợ tận tình cho các bạn sinh viên .",2,0,False
Có những phần kiến thức bị bỏ qua vì thiếu thời gian học.,0,1,True
"vui vẻ , khá chăm lo cho sinh viên .",2,0,False
thời lượng ít .,0,1,False
giảng dạy đúng giờ và nhiệt tình .,2,0,False
"cô dạy nhiệt tình , tận tâm , dễ hiểu .",2,0,False
có nhiều dạng bài tập .,2,1,False
tăng cường chất lượng wifi cho các phòng lab .,0,2,False
cô nhiệt tình và thân thiện .,2,0,False
"nội dung giảng dạy quá nhàm chán , khô khan .",0,1,False
"thầy giảng dễ hiểu , nhiệt tình .",2,0,False
Cảm ơn cô nhiều.,1,0,True
giọng cô dễ nghe .,2,0,False
"thầy toàn đưa ra yêu cầu nhưng không giảng dạy , có những bài tập thầy chỉ quăng code để sinh viên tự đọc tự hiểu chứ không hề giải thích gì cả !",0,0,False
Môn này nên cho thêm bài tập ạ.,0,1,True
"bài giảng dài , không quá hứng thú cho sinh viên để học .",0,1,False
Hướng dẫn làm bài tập.,1,1,True
Liên quan đến những minh họa cụ thể.,1,1,True
thầy rất vui .,2,0,False
giảng viên làm rất tốt trong việc giảng dạy bộ môn thực hành .,2,0,False
thầy dạy tóm ý chính giúp em nắm bài dễ hơn .,2,0,False
thầy rất nhiệt tình trong giảng dạy .,2,0,False
thầy cũng không hề có ý muốn khích lệ sinh viên khi sinh viên làm bài không tốt mà lại tỏ ra không hài lòng và chê bai .,0,0,False
Các máy tính ở phòng thực hành nên được nâng cấp.,1,2,True
"Em nghĩ nên giảm bớt việc dạy qua bài giảng điện tử, tăng tương tác hơn.",0,1,True
"thầy nên dạy chậm và dễ hiểu hơn , nên giảng từng cái cho chắc rồi hãy sang phần khác .",0,0,False
Em không có góp ý bổ sung.,1,3,True
chất lượng tốt giáo viên nhiệt tình .,2,0,False
"thầy dạy nhiệt tình , rất thương sinh viên .",2,0,False
"Môn học nên chỉ rõ tính ứng dụng, tụi em mơ hồ quá khó tiếp cận kiến thức.",0,1,True
"giải chi tiết các bài tập , tiếp thu bài rất nhanh trong giờ giảng của thầy .",2,0,False
dạy nhiệt huyết .,2,0,False
nhưng lớp trường lại chậm trể trong việc đưa về cho sinh viên thế nên cần phân bổ tài liệu trực tiếp cho sinh viên .,0,0,False
Liên quan đến thái độ và hiểu biết.,1,3,True
"dạy nhanh , khó hiểu .",0,0,False
"giảng viên dạy rất buồn ngủ , không thu hút sinh viên vào bài giảng .",0,0,False
Phần thực hành với lý thuyết hình như ko liên quan lắm.,0,1,True
không học được gì từ hình thức thực hành 2 này nên bỏ hình thức thực hành này .,0,1,False
"dạy vui , nhiệt tình .",2,0,False
"thầy giảng bài rất kỹ , sát vào vấn đề và dễ hiểu .",2,0,False
"giảng đường ngột ngạt và nóng nực , từ tiết 2 trở đi thì rất khó tập trung học .",0,2,False
"thầy wzjwz246 rất nhiệt tình trong giảng dạy và luôn tham khảo thêm nhiều ý kiến của sinh viên , thường xuyên thảo luận trên diễn đàn môn học .",2,0,False
Thông tin mập mờ nên sv tự tra cứu là chính.,0,3,True
thầy dạy nhiệt tình .,2,0,False
làm phim khó quá thầy ạ .,0,0,False
cô rất tâm huyết và nhiệt thành .,2,0,False
giảng dạy nhiệt huyết kết hợp mở rộng kiến thức .,2,0,False
"Lớp lý thuyết chủ yếu nói về công nghệ mới mà ít kiến thức lập trình di động, khó làm bài thực hành với đồ án.",0,1,True
"thầy giảng rất kỹ và dễ hiểu , cho rất nhiều bài tập giúp sinh viên ứng dụng và nhớ được những gì đã học .",2,0,False
tổ chức các cuộc thi liên quan tới kỹ năng giao tiếp anh văn .,2,1,False
"Bài tập rất đa dạng, giúp sv tiếp thu nhiều kiến thức mới.",2,1,True
"Mọi thứ ổn áp lắm, rất hài lòng.",2,3,True
phòng học thiếu loa .,0,2,False
"Đề ktra toàn dạng mới, ko giống bài trên lớp, với nội dung phân bổ cũng chả đều tí nào so với những gì đã học.",0,1,True
"theo như yêu cầu của môn học , sinh viên phải mang lap để làm bài tập , tuy nhiên ổ cắm trong phòng chỉ có 2 ổ , không đáp ứng được nhu cầu dạy và học của giảng viên lẫn sinh viên .",0,2,False
Về cách gv giảng bài thì...,1,0,True
thầy dạy khá nhiệt tình và tận tâm dễ hiểu .,2,0,False
Riêng em thì ko cần tham gia đầy đủ vẫn nắm được bài.,1,3,True
"Cơ sở vật chất kiểu máy chiếu, quạt nên được nâng cấp đi ạ.",0,2,True
Chất lượng dạy học đỉnh của chóp.,2,1,True
"kiến thức nhiều , khó tiếp thu , phân loại chưa rõ .",0,1,False
"Môn OOP khó hiểu, cần nhiều ví dụ thực tế hơn.",0,1,True
Không cần phải thực hành trên phòng máy quá nhiều buổi đâu ạ.,0,1,True
"Bài tập chưa đủ khó, chưa thực sự gây áp lực hay đòi hỏi nhiều kiến thức chuyên sâu.",0,1,True
cho bài tập nhiều quá không làm hết được .,0,0,False
còn một vài chỗ cô dạy hơi khó hiểu nhưng cô không giải thích kỹ lắm .,0,0,False
"giảng viên khá nhiệt tình , thường xuyên trao đổi thông qua kênh website môn học .",2,0,False
"truyền đạt kiến thưc tốt , dễ hiểu .",2,0,False
thầy hướng dẫn thực hành chi tiết .,2,0,False
mong nhà trường sẽ đồng nhất phần thực hành và lý thuyết .,0,1,False
"cô hay cáu gắt , khó tính , cứ hay giận dỗi .",0,0,False
"thầy dạy ngắn gọn , súc tích , dễ hiểu .",2,0,False
Đến giờ vẫn chưa có điểm thi giữa kỳ môn này.,0,1,True
"Cần trang bị thêm đồ dùng cho môn học, phòng lab chật quá.",0,2,True
"giảng dạy nhiệt tình , hiệu quả , tốt .",2,0,False
"Bài tập đa dạng, rất hay.",2,1,True
"Nội dung thực hành môn này còn hơi dễ, mong muốn được làm nhiều bài khó hơn để khám phá sâu hơn.",0,1,True
"thầy dạy kỹ , dễ hiểu , minh họa lý thuyết kỹ , liên tưởng thực tế .",2,0,False
cô rất hiền và tạo sự gần gũi .,2,0,False
giảng viên giải đề các năm trước .,1,0,False
"Môn này lý thuyết suông, thiếu thực tế.",0,1,True
"máy chiếu quá mờ , phòng học nóng .",0,2,False
"Phòng ồn quá, tiếng cứ bị vang vang nên khó nghe thầy cô nói.",0,2,True
"cần sử dụng giờ lên lớp có hiệu quả , ít nghe điện thoại , ít nghỉ dạy hơn .",0,0,False
khả năng truyền đạt chưa ổn .,0,0,False
"Môn học ít tiết quá, sv cảm thấy nhàm chán với khuôn mẫu, nên cho thêm thời gian tìm hiểu sâu hơn.",0,1,True
"Bài mẫu thực hành cần chi tiết hơn, giờ nó chỉ nói chung chung mấy cái control nên khó làm đồ án lắm.",0,1,True
nhà trường nên dạy những chuẩn sql mới vì chuẩn sql 92 hiện nay không còn phù hợp với những phiên bản sql mới và nó đã quá cũ rồi .,0,1,False
nêu rõ các việc cần làm và chuẩn bị .,0,0,False
thầy dạy dễ hiểu .,2,0,False
giáo viên nhiệt tình trong công việc .,2,0,False
"Mấy môn học nên gắn với thực tế nhiều hơn, chứ học lý thuyết suông chán lắm.",0,1,True
thầy cho điểm hơi căng .,0,0,False
"thầy cho bài tập để sinh viên không quên kiến thức trong kỳ quân sự , thường xuyên cho bài tập không ngừng giải thích và chỉ rõ những cái các chỗ sai của sinh viên trong quá trình làm bài tập .",2,0,False
thầy nên cho làm bài tập tương tự nhau nhiều hơn một vài bài để tránh tình trạng quên hoặc các dạng tựa nhau nhưng hơi khác cách làm .,0,0,False
nên sửa đổi nội dung môn học hợp lý hơn .,0,1,False
"Môn này nên có 1 đồ án xuyên suốt để minh họa lý thuyết, như vậy sẽ dễ hiểu bài hơn.",0,1,True
giảng viên cho học sinh xem thêm nhiều video tiếng anh hay .,2,0,False
Mấy trò chơi trong giờ học sinh động phết.,2,1,True
giảng viên rất tận tâm trong việc truyền đạt nội dung môn học .,2,0,False
truyền đạt thực tiễn vấn đề .,2,0,False
thời gian lên lớp còn ít !,0,0,False
giảng viên có kiến thức chuyên sâu về môn học .,2,0,False
Mục tiêu môn học nên rõ ràng hơn là sv sẽ được học những gì.,0,1,True
thầy dạy rất dễ hiểu qua các ví dụ thực tế mà thầy demo trên lớp .,2,0,False
cải thiện lại cơ sở vật chất máy chiếu trong phòng học .,0,2,False
"cô dạy nhiệt tình , tạo được động lực cho sinh viên .",2,0,False
"Em đi học đủ buổi, được điểm chuyên cần tối đa.",1,1,True
đề nghị nhập chung cả 2 lớp lại học thực hành vì số lượng sinh viên quá ít .,0,1,False
"chưa nhận thấy có điểm nào chưa tốt , sinh viên học môn này từ cô wzjwz85 rất vui và tiếp thu bài rất tốt .",2,0,False
"cách giảng dạy , truyền đạt kiến thức , tạo không khí thoải mái trong giờ học .",2,0,False
"Yêu cầu đồ án môn này rườm rà quá, nào là chấm chéo, nào là làm clip hướng dẫn phải lồng tiếng còn chèn sub nữa.",0,1,True
theo em thấy thầy nên dạy theo đúng chương trình .,0,0,False
"thầy có phương pháp chấm bài hay , tuy khó nhưng rất bổ ích cho sinh viên .",2,0,False
"nên ra đề phù hợp với năng lực của sinh viên hơn , hình thức đề thi không nên đánh đố sinh viên .",0,1,False
"thầy vui tính , dạy tốt , đi cặn kẽ vào bài học .",2,0,False
"thầy giảng bài thú vị , dễ tiếp thu , dạy học vui tính và nhiệt tình .",2,0,False
Mấy cái máy móc này nên được cải thiện đi ạ.,0,2,True
Mình chưa thấy trường hợp này bao giờ.,1,3,True
Gv giao bài tập cho sv làm.,1,0,True
cách dạy hơi khó hiểu .,0,0,False
giảng viên chưa chuẩn bị đủ kiến thức cũng như giáo trình .,0,0,False
chưa phổ biến rõ cách thức nộp bài thi .,0,0,False
"phương pháp dạy học không hấp dẫn , nhàm chán , khả năng truyền đạt chưa hiệu quả .",0,0,False
cách giảng dạy không tạo được nền tảng ban đầu để sinh viên tự lực trong một quãng đường dài .,0,0,False
học kỳ 2 cần học riêng theo từng lớp để có được kết quả học tập tốt nhất .,0,1,False
"thầy thường xuyên truyền đạt kỹ năng cần thiết và thiết thực , xây dựng được sự chủ động học tập của sinh viên .",2,0,False
"Tiết học vui vẻ, thú vị, tụi em thấy thoải mái khi học.",2,1,True
thật sự nếu chịu lên lớp ngoài nghe giảng và ghi nhớ thêm phân tích kết hợp thực tế là sẽ làm tốt các bài thi của thầy .,2,1,False
nhiều lúc em muốn học mà đọc slide của thầy lại khó hiểu lên mạng kiếm thì không thấy .,0,0,False
nhiều bài thực hành thầy giải hơi nhanh coloncontemn .,0,0,False
"giáo viên là thầy , không phải cô .",1,0,False
"thời gian thực hành và lý thuyết mâu thuẫn nhau , thực hành thì học sau lớp lý thuyết và lại kết thúc và thi trước lớp lý thuyết .",0,1,False
"cách nói chuyện của thầy rất thu hút lòng người , giảng bài dễ hiểu , thực tiễn .",2,0,False
"ban đầu thì em có vẻ không hài lòng lắm về giáo viên khi học môn này , nhưng sau một khoảng thời gian thì thấy cũng ổn .",2,0,False
giảng viên chưa đảm bảo được ngày giờ học dẫn tới lớp học chậm và lệch so với giảng viên thực hành .,0,0,False
"thầy đúng giờ giấc , giúp đỡ tốt trong quá trình thực hành .",2,0,False
sự nhiệt huyết của giáo viên .,2,0,False
"Phòng máy hiện tại hơi cũ, cần được nâng cấp thiết bị.",0,2,True
tất cả điều hài lòng .,2,3,False
"dễ hiểu , tận tâm , nhiệt huyết , tạo bầu không khí trong lớp học .",2,0,False
Môn này e thấy ko áp dụng thực tế ở trường mình.,0,1,True
cảm ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile .,2,0,False
"giáo viên lên lớp đều , giảng bài tích cực .",2,0,False
Môn này lý thuyết nhiều nhưng ko giúp ích mấy cho đồ án.,0,1,True
thầy vui tính truyền đạt dễ hiểu .,2,0,False
"kiểm chứng phần mềm là một môn học khó , nên thực hành cần phải liên hệ thường xuyên với giáo viên , phải được gặp giáo viên hướng dẫn thường xuyên .",0,1,False
đặc biệt là micro và máy chiếu còn trục trặc nhiều .,0,2,False
phương pháp và nội dung truyền đạt hiệu quả .,2,0,False
cần tăng thời gian môn học lên 30 - 50% để sinh viên có điều kiện tiếp thu sâu hơn kiến thức .,0,1,False
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",0,3,False
"nhiệt tình , tỉ mỉ .",2,0,False
"ngôn ngữ java đã được học từ môn lập trình nhúng , do đó mong thầy dạy kiến thức mới hơn .",0,1,False
giảng viên vui vẻ thân thiện với học sinh .,2,0,False
cần thêm phần ngôn ngữ sql kết hợp với ngôn ngữ lập trình c để có thể lập trình được cho một cơ sở dữ liệu .,0,1,False
Phòng học nóng như lò thiêu.,0,2,True
toàn đến gần thi thầy mới dạy hết chương trình học .,0,0,False
cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn .,0,2,False
giảng viên cho quá nhiều bài tập nhưng lại ít hướng dẫn và giải .,0,0,False
"giảng bài chi tiết , nhiệt tình .",2,0,False
"giảng dạy hướng dẫn dễ hiểu , dễ tiếp thu .",2,0,False
Làm bài kiểu này chán phèo à.,0,1,True
"giảng viên giảng bài không gây hứng thú cho người nghe , dễ gây mất tâm trung và buồn ngủ .",0,0,False
"nhiệt tình , gần gũi sinh viên .",2,0,False
nếu không thì buổi học toán nào 3 tiết cũng thành 5 tiết .,0,0,False
"Bt thực hành còn đơn giản quá, chưa sát thực tế.",0,1,True
"thầy rất tận tình , hướng dẫn cụ thể .",2,0,False
"Đề cương môn học vẫn chưa được đổi mới, sv không có tài liệu tham khảo.",0,1,True
"bỏ qua những phần của những môn khác như báo cáo hoặc những phần thứ yếu như làm poster , youtube , giới thiệu về đồ án như một sản phẩm công nghệ thực sự .",0,1,False
"Mong các tiết học sinh động hơn, chứ ngồi nghe mà ko hiểu gì thì chán lắm ạ.",0,1,True
bị chậm hoặc bị treo máy giữa chừng .,0,2,False
"cô tận tâm nhiệt tình , quan tâm đến học sinh nhiều hơn là điểm số .",2,0,False
không chấm bài thì giảng viên không nên bắt học sinh nộp bài lên moodle .,0,0,False
"thầy dạy rất ổn , bổ sung vững kiến thức lý thuyết .",2,0,False
"Mạng ở phòng máy thì ok, nhưng máy tính thì lag với cũ quá.",0,2,True
ảnh hưởng đến việc thực hành .,0,3,False
Mong có thêm đoạn code ví dụ cho giải thuật và phương pháp giải bài toán liệt kê.,0,1,True
"thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa .",2,0,False
"giảng viên chưa truyền đạt bài giảng một cách liền mạch , còn lúng túng .",0,0,False
ngoài ra cũng cần có tiết học để sinh viên được nói tiếng anh với nhau nhiều hơn !,0,1,False
thầy dạy nhiệt tình và đúng giờ .,2,0,False
"vui tính , nhiệt tình , thật lòng thương sinh viên .",2,0,False
thêm các buổi học ngoại khoá .,0,1,False
"môn học cần được thiết kế chi tiết hơn từng phần học cụ thể để sinh viên dễ tiếp cận như doubledot học lập trình console và win form lẫn lộn , sinh viên chưa có cái nhìn khái quát và tổng thể về vấn đề cần làm dẫn đến khó tìm lối đi trong sự hỗn loạn kiễn thức , không có phương hướng kết quả học tập không cao , không hứng thú và đam mê .",0,1,False
"giảng viên dạy nhiệt tình , tận tâm , đảm bảo nội dung dạy .",2,0,False
Tài liệu môn học hơi sơ sài ạ.,0,1,True
Thiếu rèm cửa nên đôi lúc học bị nắng chiếu khó chịu.,0,2,True
"Em thấy thủ tục hành chính ở trường còn rườm rà, đây là sự thật.",0,3,True
"giáo viên trẻ trung , năng động , nhiệt tình , vui vẻ .",2,0,False
giảng hay và rất vui .,2,0,False
Em không có ý kiến gì ạ.,1,3,True
"cô dễ thương , gần gũi và rất quan tâm đến sinh viên của mình .",2,0,False
có bài tập rõ ràng .,2,1,False
trách nhiệm .,1,3,False
Em thấy đó là đặc điểm/cách làm của thầy.,1,0,True
"Phòng lab bé quá, thiết bị không đủ, bọn em khó làm bài thực hành.",0,2,True
Mong trường cập nhật chương trình học ạ.,0,1,True
dặn sinh viên tham gia seminar một cách tự nguyện nhưng lại bắt viết bài thu hoạch lấy điểm quá trình ( ví dụ như sinh viên đi học vào buổi seminar hôm đó thì làm sao có thể viết bài thu hoạch ) .,0,0,False
anh dạy rất hay và thú vị .,2,0,False
giảng viên dạy rất tận tâm và giảng bài hay dễ hiểu .,2,0,False
"giảng viên đã kết hợp vừa học lý thuyết vừa giải bài tập giúp sinh viên dễ tiếp thu kiến thức , kỹ năng mới .",2,0,False
thầy dạy dễ tiếp thu .,2,0,False
cô dạy lý thuyết hơi nhanh .,0,0,False
"cô lên lớp đúng giờ , tiết học được chuẩn bị tốt , cô rất thân thiện !",2,0,False
rất thích cô .,2,0,False
tận tâm với sinh viên và tạo mọi cơ hội cho tất cả sinh viên .,2,0,False
giảng viên có khả năng truyền đạt .,2,0,False
Sv mong vệ sinh bàn ghế sạch sẽ hơn.,0,2,True
Các phòng lab đều được trang bị.,1,2,True
thầy dạy nội dung ít liên quan tới bài học .,0,0,False
em cám ơn .,1,3,False
số lượng bài tập chưa nhiều .,0,1,False
"đề cương hiện tại thầy ra khá là mù mờ , rất tốn thời gian để xác định ý nghĩa thực sự của câu hỏi .",0,0,False
em mong thầy sẽ chỉ bảo cho các lớp sau nhiều hơn về vấn đề này .,0,0,False
truyền đạt dễ hiểu .,2,0,False
không có ạ !,1,3,False
"cô dạy hơi khó hiểu , phức tạp hóa vấn đề .",0,0,False
"Em mới học thầy Nhiệm có 2 tuần cuối, chưa đủ time để đánh giá.",1,0,True
"giảng viên không xác nhận , đánh giá về bài tập mà sinh viên nộp .",0,0,False
"Thi code cuối kỳ nên cho làm trên máy tính đi, code giấy vừa chán vừa không thực tế gì cả!",0,1,True
giảng viên giảng dạy còn khó hiểu .,0,0,False
giảng viến quan tâm nhiều đến sinh viên .,2,0,False
Mấy bài tập trên lớp rất hữu ích cho sv.,2,1,True
máy chiếu chưa rõ nét cho toàn thẻ sinh viên trong phòng .,0,2,False
"đầu học kỳ , giảng viên có thông báo cuối kỳ sẽ làm đồ án , nhưng đến giờ sắp cuối kỳ rồi mà không hề có thông tin gì về đề tài của đồ án cuối kỳ .",0,0,False
"Đề nghị nâng cấp quạt, máy chiếu.",0,2,True
"nhiệt huyết , rất dễ nắm bài .",2,0,False
"thái độ đối với sinh viên không tốt , dẫn đến việc cảm thấy không thoải mái khi học .",0,0,False
thầy dễ chịu nên tiết học diễn ra vui vẻ không nhàm chán .,2,0,False
đôi khi hơi nhàm chán .,0,0,False
"giảng viên tận tâm , nhiệt tình , còn trẻ nhưng kiến thức rất tốt .",2,0,False
cung cấp nhiều kiến thức hữu ích chưa được học trong lớp .,2,1,False
cần cân bằng giữa lý thuyết và thực hành .,0,1,False
kiểm tra thường xuyên .,1,3,False
có liên hệ môn học với thực tế .,2,1,False
"Có quá nhiều dạng bài tập, làm tụi em hơi khó hiểu ạ.",0,1,True
thân thiện vui tính .,2,0,False
"phương pháp giảng dạy ( cụ thể là cách truyền đạt ) của thầy đơn giản , dễ hiểu và hiệu quả .",2,0,False
"Phòng máy dùng chuột bi cũ, khó dùng, phần mềm thì lỗi thời.",0,2,True
tận tâm tận tình .,2,0,False
"Nội dung môn học okela, đầy đủ lắm.",2,1,True
thầy hay tương tác với sinh viên bằng những câu hỏi rất thực tế !,2,0,False
dạy khó hiểu .,0,0,False
vui tính hòa đồng với sinh viên .,2,0,False
Cách thầy cô truyền tải kiến thức cho sv.,1,0,True
"thầy nhiệt tình , bài giảng phong phú đa dạng .",2,0,False
Chẳng xài được máy nào trong phòng máy luôn.,0,2,True
giảng viên lên lớp không đúng giờ .,0,0,False
thường xuyên gửi bài lên mạng .,2,0,False
"Mọi thứ được sắp xếp từ dễ tới khó, có định hướng rất rõ ràng.",2,3,True
trong khi giảng nói nhỏ quá .,0,0,False
thầy kiểm tra quá nhiều .,0,0,False
"những vấn đề cô nói thường nhanh , dài và khó hiểu .",0,0,False
mong phòng thiết bị chuẩn bị tốt hơn .,0,2,False
"giảng viên nhiệt tình , hỗ trợ sinh viên tốt .",2,0,False
"cô dạy tâm huyết , giảng dạy nhiệt tình , tương tác nhiều với sinh viên .",2,0,False
thầy giảng dạy tận tình .,2,0,False
dạy tốt .,2,0,False
thầy dạy nhiệt tình và lên lớp đúng giờ .,2,0,False
dạy thêm giờ khi sinh viên chưa hoàn thành xong bài .,2,0,False
"Thiệt tình, P.TH khoa wzjwz70 máy hỏng quá trời. Mà khoa wzjwz71, wzjwz72 thì máy mới tinh, không công bằng chút nào.",0,2,True
"giảng viên dạy rất tốt , nhiệt tình , khả năng sư phạm cao .",2,0,False
"đảm bảo giờ lên lớp , nhiều lần lên lớp rồi mới nhận được thông báo nghỉ học , rất bất tiện cho sinh viên , do nhiều sinh viên có nhà xa mà tới lúc lên trường rồi mới có thông báo nghỉ thì thật khó cho sinh viên .",0,0,False
giáo viên có nhiều kinh nghiệm .,2,0,False
"có thể vận dụng được các kiến thức đã học để thiết kế , chế tạo , tính toán .",2,1,False
Giáo trình môn này thiếu và chưa được cập nhật.,0,1,True
nhận xét cũng khá chi tiết về bài tập tụi em làm .,2,0,False
giáo viên hướng dẫn rất nhiệt tình .,2,0,False
phần chấm bài của giảng viên chỉ có nhắm vào các bạn thuộc bài .,0,0,False
kiến thức của giáo viên rất tốt !,2,1,False
giảng viên nên cung cấp tài liệu học tập cho sinh viên !,0,0,False
cách truyền đạt của cô làm em không hiểu mặc dù cô giảng rất kỹ năng nhưng em cũng không hiểu nổi những gì cô nói .,0,0,False
kiểm tra sát sao hơn tiến trình làm đồ án sinh viên cho phép sinh viên sáng tạo nhiều cách mới không quá gò bó .,0,0,False
"giảng viên nhiệt tình , đúng giờ .",2,0,False
"Dụng cụ học tập luôn đầy đủ, tiện lợi cho sv bọn em.",2,2,True
ở giảng đường lâu lâu cúp điện rất nóng .,0,2,False
Phòng thực hành cần được trang bị hiện đại hơn.,0,2,True
cô giảng dạy nhiệt tình và tận tâm .,2,0,False
tốn thời gian .,0,3,False
"giảng không hiểu , nói nhiều .",0,0,False
nó có nghĩa là ở phòng thực hành mạng có thể áp dung cho một hay hai phòng đều nên có giáo viên trực .,0,2,False
không cho học sinh hiểu sâu vấn đề .,0,0,False
"phòng học số lượng sinh viên nhiều , nhưng chỉ có quạt trần , cần trang bị thêm máy lạnh .",0,2,False
thầy dạy các phần trọng tâm và cho ví dụ rất chi tiết .,2,0,False
thoải mái nhiệt tình .,2,0,False
cung cấp nhiều kiến thức .,2,0,False
giúp sinh viên giải quyết những khúc mắc trong nhiều loại bài tập khác nhau .,2,0,False
giảng viên tạo sự thu hút đối với sinh viên .,2,0,False
hơi áp dụng vào slide nhiều .,0,0,False
